"Date","Price","Open","High","Low","Vol.","Change %"
"03/25/2025","26.300","25.950","26.300","25.600","252.80K","1.35%"
"03/24/2025","25.950","27.000","27.000","25.600","422.60K","-2.44%"
"03/21/2025","26.600","27.200","27.200","26.550","2.04M","-1.85%"
"03/20/2025","27.100","27.400","27.500","26.700","1.17M","0.18%"
"03/19/2025","27.050","27.050","27.400","26.700","986.70K","0.74%"
"03/18/2025","26.850","26.950","27.450","26.800","988.00K","0.56%"
"03/17/2025","26.700","26.700","27.450","26.550","1.04M","0.00%"
