"Date","Price","Open","High","Low","Vol.","Change %"
"03/25/2025","11.140","11.480","11.480","11.080","8.14M","-3.13%"
"03/24/2025","11.500","11.740","11.740","11.500","1.07M","-2.04%"
"03/21/2025","11.740","11.820","11.860","11.600","6.90M","-0.68%"
"03/20/2025","11.820","11.600","11.820","11.500","3.13M","2.78%"
"03/19/2025","11.500","11.620","11.640","11.500","761.60K","-1.54%"
"03/18/2025","11.680","11.600","11.720","11.540","1.43M","1.74%"
"03/17/2025","11.480","11.400","11.700","11.340","2.17M","0.70%"
