"Date","Price","Open","High","Low","Vol.","Change %"
"03/25/2025","2162.00","2,148.00","2,166.00","2,148.00","16.47K","0.00%"
"03/24/2025","2162.00","2,148.00","2,178.00","2,130.00","14.17K","-1.64%"
"03/21/2025","2198.00","2,180.00","2,198.00","2,134.00","74.96K","-0.09%"
"03/20/2025","2200.00","2,200.00","2,200.00","2,158.00","15.40K","0.00%"
"03/19/2025","2200.00","2,090.00","2,200.00","2,086.00","44.66K","4.76%"
"03/18/2025","2100.00","2,118.00","2,130.00","2,086.00","34.49K","0.19%"
"03/17/2025","2096.00","2,106.00","2,106.00","2,086.00","36.41K","-0.47%"
