"Date","Price","Open","High","Low","Vol.","Change %"
"03/25/2025","132.20","133.10","134.00","131.10","527.27K","0.15%"
"03/24/2025","132.00","134.50","134.50","131.10","1.99M","-1.86%"
"03/21/2025","134.50","135.20","135.50","134.10","3.35M","-0.52%"
"03/20/2025","135.20","137.60","137.60","135.20","1.43M","-2.03%"
"03/19/2025","138.00","134.30","138.00","133.00","4.15M","2.53%"
"03/18/2025","134.60","135.00","135.30","134.30","2.45M","-0.30%"
"03/17/2025","135.00","136.00","136.00","134.40","1.83M","-0.74%"
